名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	基础属性1类型	基础属性1最小值	基础属性1最大值	基础属性2类型	基础属性2最小值	基础属性2最大值	基础属性3类型	基础属性3最小值	基础属性3最大值	基础属性4类型	基础属性4最小值	基础属性4最大值	基础属性5类型	基础属性5最小值	基础属性5最大值	基础属性6类型	基础属性6最小值	基础属性6最大值	基础属性7类型	基础属性7最小值	基础属性7最大值	需求属性1类型	需求属性1数值	需求属性2类型	需求属性2数值	需求属性3类型	需求属性3数值	需求属性4类型	需求属性4数值	需求属性5类型	需求属性5数值	需求属性6类型	需求属性6数值	魔法属性索引1	魔法属性索引2	魔法属性索引3	魔法属性索引4	魔法属性索引5	魔法属性索引6	所在套装
[限时]冥幻之双环蛇鞋	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备	1	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	3							2	104	335	336	6	231	13
[限时]咒缚之破甲头环	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	黄金装备	4	2000	10	0	30	315	315	31	85	85																36	85	32	110	39	3							4	337	6	233			14
[限时]咒缚之灭雷颈符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备	3	2000	10	0																						36	99	39	3									409	509	510	502	467	503	14
[限时]咒缚之幽幻指环	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	3									129	130					14
[限时]咒缚之穿心毒腕	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备	2	2000	10	0	30	111	111	31	80	80																36	90	32	90	39	3							418	309	161	312	421	423	14
[限时]咒缚之冰火蚀骨靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	0	2000	10	0	30	140	140	31	80	80																36	95	32	110	39	3							2	104	236	27	6	235	14
[限时]冰寒之弹指飞刀	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	黄金装备	0	2000	10	0	28	44	44	29	100	100	167	-20	-20	31	99	99										36	99	32	90	33	110	39	2					451	470	455	456	449	471	15
[限时]冰寒之玄衣束甲	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	23	2	3	黄金装备	4	2000	10	0	30	720	720	31	90	90																36	95	32	110	33	165	39	2					4	306	212	317			15
[限时]冰寒之心箭腰扣	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	黄金装备	3	2000	10	0	30	160	160	31	80	80																36	85	32	90	33	110	39	2					418	309	212	307	6	423	15
[限时]冰寒之玄天冰火佩	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	黄金装备	1	2000	10	0																						36	80	39	2									129	130					15
[限时]冰寒之月影靴	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	黄金装备	2	2000	10	0	30	160	160	31	80	80																36	90	32	90	33	110	39	2					2	104	214	338	6	213	15
[限时]天光之花雨漫天	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	黄金装备	0	2000	10	0	28	46	46	29	102	102	167	0	0	31	99	99										36	99	32	65	33	230	39	2					467	446	445	448	449	471	16
[限时]天光之定心凝神符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	黄金装备	4	2000	10	0																						36	95			39	2							2	317	212	107	8		16
[限时]天光之森罗束腰	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	黄金装备	3	2000	10	0	30	111	111	31	80	80																36	90	32	90	33	110	39	2					2	309	217	307	6	425	16
[限时]天光之风暴寒铁镯	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备	1	2000	10	0	30	135	135	31	80	80																36	85	32	75	33	90	39	2					4	339	214	317	6	216	16
[限时]天光之束天缚地环	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备	2	2000	10	0																						36	80			39	2							129	130					16
[限时]森荒之飞星夺魂	0	1	0	\spr\item\equip\rangeweapon\obj-adart04.spr	15	1	1	黄金装备	0	2000	10	0	28	42	42	29	98	98	167	0	0	31	99	99										36	99	32	90	33	110	39	2					467	446	445	448	449	471	17
[限时]森荒之金钱连环甲	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	4	2000	10	0	30	720	720	31	90	90																36	95	32	110	33	165	39	2					4	306	212	317			17
[限时]森荒之魂咬腰束	0	6	0	\spr\item\equip\sash\obj-sash08.spr	32	2	1	黄金装备	3	2000	10	0	30	160	160	31	80	80																36	85	32	90	33	110	39	2					418	309	219	307	6	423	17
[限时]森荒之玄铁镶玉佩	0	9	1	\spr\item\equip\waist\obj-waist11.spr	34	1	2	黄金装备	1	2000	10	0																						36	80	39	2									129	130					17
[限时]森荒之星陨飞履	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备	2	2000	10	0	30	160	160	31	80	80																36	90	32	90	33	110	39	2					4	104	6	340			17
[限时]地魄之五行连环冠	0	7	3	\spr\item\equip\cap\obj-ma-cap12-3.spr	28	2	2	黄金装备	4	2000	10	0	30	315	315	31	85	85																36	85	32	110	39	2							4	341	8	307			18
[限时]地魄之黑焰冲天链	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	黄金装备	3	2000	10	0																						36	95	39	2									495	511	512	502	467	503	18
[限时]地魄之霹雳雷火戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	2									129	130					18
[限时]地魄之扣心镯	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	黄金装备	2	2000	10	0	30	111	111	31	80	80																36	99	32	90	39	2							418	309	223	307	6	423	18
[限时]地魄之地行千里靴	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	黄金装备	0	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	2							2	104	163	224	6		18
[限时]同仇之飞龙头环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	黄金装备	3	2000	10	0	30	315	315	31	85	85																36	90	32	110	39	6							2	342	237	312	6		19
[限时]同仇之降龙丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	黄金装备	4	2000	10	0	30	500	500	31	80	80																36	90	32	110	39	6							495	492	513	514	505	515	19
[限时]同仇之潜龙腰带	0	6	0	\spr\item\equip\sash\obj-sash06.spr	32	2	1	黄金装备	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	6							2	312	239	309	6	420	19
[限时]同仇之亢龙护手	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	黄金装备	0	2000	10	0	30	111	111	31	80	80																36	99	32	90	39	6							2	304	240	151	8	164	19
[限时]同仇之见龙扳指	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	4	2000	10	0																						36	80	39	6									129	130					19
[限时]敌忾之绿玉杖	0	0	2	\spr\item\equip\closeweapon\obj-staff13.spr	11	1	4	黄金装备	2	2000	10	0	28	69	69	29	128	128	167	-10	-10	31	99	99										36	99	32	180	39	6							455	456	449	458	446	472	20
[限时]敌忾之九袋丐衣	0	2	5	\spr\item\equip\armor\obj-ma-cloth18-3.spr	22	2	3	黄金装备	0	2000	10	0	30	720	720	31	90	90																36	90	32	260	39	6							2	306	242	312	6	289	20
[限时]敌忾之缠莽腰带	0	6	0	\spr\item\equip\sash\obj-sash05.spr	33	2	1	黄金装备	4	2000	10	0	30	160	160	31	80	80																36	95	32	135	39	6							2	309	243	312	6	343	20
[限时]敌忾之狗脊皮护腕	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	黄金装备	3	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	6							4	343	244	312			20
[限时]敌忾之草间石戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	6									129	130					20
[限时]魔煞之鬼谷幽冥枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	7					455	456	460	458	446	473	21
[限时]魔煞之残阳映血甲	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	黄金装备	0	2000	10	0	30	720	720	31	90	90																36	90	32	210	39	7							4	306	245	317			21
[限时]魔煞之赤骥锁腰扣	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	黄金装备	4	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	7							418	309	417	312	6	344	21
[限时]魔煞之举火燎天腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	2000	10	0	30	135	135	31	80	80																36	95	32	110	39	7							4	344	248	85	6	246	21
[限时]魔煞之云龙吐珠戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	7									129	130					21
[限时]魔煌之金甲盔	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备	0	2000	10	0	30	315	315	31	85	85																36	90	32	110	39	7							409	516	517	518	493	519	22
[限时]魔煌之按出虎项圈	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备	4	2000	10	0	31	60	60																			36	95	39	7									1	60	62	95	87	107	22
[限时]魔煌之溪谷束腰带	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	黄金装备	3	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	7							2	309	254	312	6	420	22
[限时]魔煌之血衣兽镯	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	黄金装备	1	2000	10	0	30	111	111	31	80	80																36	80	32	90	39	7							129	130					22
[限时]魔煌之蹬踏靴	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	黄金装备	2	2000	10	0	30	140	140	31	80	80																36	99	32	110	39	7							4	320	255	312	6	256	22
[限时]魔嗜之烈焰冠冕	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	黄金装备	3	2000	10	0	30	315	315	31	85	85																36	85	32	110	39	7							2	345	250	150	6	165	23
[限时]魔嗜之厉魔噬心链	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	黄金装备	1	2000	10	0																						36	95	39	7									2	317	8	107			23
[限时]魔嗜之业火幽冥戒	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	黄金装备	2	2000	10	0																						36	80	39	7									129	130					23
[限时]魔嗜之血玉七杀佩	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	黄金装备	0	2000	10	0																						36	90	39	7									2	309	252	311	6	420	23
[限时]魔嗜之山海飞鸿履	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	4	2000	10	0	30	140	140	31	80	80																36	99	32	110	39	7							409	520	521	518	493	522	23
[限时]凌岳之太极剑	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	黄金装备	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2	152	6	311	423	167	24
[限时]凌岳之无我道袍	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	黄金装备	3	2000	10	0	30	630	630	31	90	90																36	95	32	130	39	8							2	306	263	313	6	285	24
[限时]凌岳之怒雷法戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	1	2000	10	0																						36	85	39	8									2	309	265	313	6	417	24
[限时]凌岳之无极玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	黄金装备	2	2000	10	0																						36	99	39	8									409	523	524	525	467	526	24
[限时]凌岳之天地玄黄戒	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备	0	2000	10	0																						36	80	39	8									129	130					24
[限时]及丰之真武剑	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	黄金装备	2	2000	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							455	456	460	458	446	474	25
[限时]及丰之三清符	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	黄金装备	0	2000	10	0	31	60	60																			36	95	39	8									2	84	62	95	89	107	25
[限时]及丰之玄丝三段锦	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	黄金装备	4	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2	309	259	307	421	425	25
[限时]及丰之翠玉玄黄佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	黄金装备	3	2000	10	0																						36	90	39	8									2	348	258	313	6	260	25
[限时]及丰之青松法戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	8									129	130					25
[限时]霜晶之千年寒铁	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	黄金装备	2	2000	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							449	456	475	458	446	476	26
[限时]霜晶之傲霜道袍	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	黄金装备	0	2000	10	0	30	720	720	31	90	90																36	95	32	260	39	9							4	306	267	317	6	278	26
[限时]霜晶之清风缕带	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	黄金装备	4	2000	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418	309	269	307	6	417	26
[限时]霜晶之天清冰晶手	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							4	349	270	313	6	268	26
[限时]霜晶之风暴指环	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	1	2000	10	0																						36	80	39	9									129	130					26
[限时]雷穹之寒松冰柏冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	黄金装备	4	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							2	304	272	154	6	168	27
[限时]雷穹之天地护符	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	黄金装备	3	2000	10	0																						36	99	39	9									409	502	527	503	443	528	27
[限时]雷穹之风雷青锦带	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	黄金装备	1	2000	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418	309	274	424	6	417	27
[限时]雷穹之灵玉蕴雷	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	黄金装备	2	2000	10	0																						36	85	39	9									2	350	275	273			27
[限时]雷穹之九天引雷戒	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	0	2000	10	0																						36	80	39	9									129	130					27
[限时]雾幻之北冥道冠	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	黄金装备	0	2000	10	0	30	315	315	31	85	85																36	95	32	110	39	9							463	529	530	525	493	531	28
[限时]雾幻之羁绊符咒	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	黄金装备	4	2000	10	0																						36	99	39	9									2	313	169	95	8	107	28
[限时]雾幻之束心指环	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	黄金装备	3	2000	10	0																						36	80	39	9									129	130					28
[限时]雾幻之清影玄玉佩	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	2000	10	0																						36	90	39	9									418	309	353	307	6	417	28
[限时]雾幻之松风雪影靴	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	黄金装备	2	2000	10	0	30	140	140	31	80	80																36	85	32	110	39	9							4	104	276	354			28
[限时]洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	2000	10	0	31	60	60																			36	85											53	6	301	2	11	100	30
[限时]洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	黄金装备	4	2000	10	0	31	60	60																			36	80											477	478	479	480	481	482	30
[限时]洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	0	2000	10	0	31	60	60																			36	85											479	483	477	480	484	482	30
[限时]洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	黄金装备	2	2000	10	0	31	60	60																			36	85											477	478	479	485	484	482	30
[限时]大马虎之摘星环	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	黄金装备	3	2000	10	0	30	250	250	31	30	30																36	60	32	165	33	65							398	378	399	400	401	402	39
[限时]大马虎之唐猊甲	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	黄金装备	2	2000	10	0	30	630	630	31	93	93																36	60	32	260									403	388	404	405	406		39
[限时]大马虎之绿翡翠护身符	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	黄金装备	2	2000	10	0																						36	60											373	374	375	376			39
[限时]大马虎之北京之梦	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	黄金装备	3	2000	10	0																						36	60											129	130					39
[限时]大马虎之白金腰带	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	黄金装备	2	2000	10	0	30	140	140	31	15	15																36	60	32	164									407	388	399	405	408	413	39
[限时]大马虎之天蚕护腕	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	黄金装备	3	2000	10	0	30	111	111	31	20	20																36	60	32	100									409	378	399	400	410		39
[限时]大马虎之五色玉佩	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	黄金装备	3	2000	5	0																						36	27											384	385	386				39
[限时]大马虎之天蚕靴	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	黄金装备	2	2000	10	0	30	140	140	31	20	20																36	62	32	164									411	388	404	405	412		39
[限时]大马虎之雅典之魂	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	2	2000	10	0																						36	60											129	130					39
[限时]大马虎之奔雷钻龙枪	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	黄金装备	2	2000	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	99	32	165	33	165	39	1					392	393	394	395	396	397	39
[限时]鸿影之沈园晚醉	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	宋代大贾沈氏的传家之宝，以沈家世代居住的庄园为名，其光灼然不可逼视。	1	2000	10	0																						36	0											486	487					40
[限时]鸿影之剑挂西方	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	宋高宗十三道金牌令箭招杀岳飞于风波亭。一位逃出来的副将带着这枚戒指亡命江湖。	2	2000	10	0																						36	0											488	487	478				40
[限时]鸿影之苜蓿相忘	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	朋友们相携在春天去登高处，采摘苜蓿纷赠对方。如今山河残破，旧日的香气也已经忘却。	4	2000	10	0																						36	0											488	487	478				40
[限时]鸿影之红袖招	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	诗人有云：“当年少年衫薄，骑马倚斜桥，满楼红袖招。”这是匠人为消逝的青春年代所造的怀念之物吧	3	2000	10	0																						36	0											488	487	478				40
[限时]世足金戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	2	2000	10	0																						36	0											489						43
[限时]世足银戒	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	黄金装备	2	2000	8	0																						36	0											489						43
[限时]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	0	2000	8	0	30	630	630	31	80	80																36	85											371	532					33
[限时]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	黄金装备	2	2000	9	0	30	260	260	31	70	70																36	75											533	370					33
[限时]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	黄金装备	1	2000	8	0	30	140	140	31	70	70																36	80											506	532					33
[限时]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备	3	2000	8	0	30	111	111	31	60	60																36	75											533	534					33
[限时]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备	4	2000	8	0	30	140	140	31	60	60																36	75											533	535					33
[限时]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	4	2000	10	0																						36	85											373						34
[限时]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	2000	8	0																						36	80											536	537					34
[限时]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	2000	8	0																						36	75											536	538					34
[限时]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	2000	8	0																						36	80											536	539					34
[联赛]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	0	99999	8	0	30	630	630	31	80	80																36	85											371	532					33
[联赛]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	2	99999	9	0	30	260	260	31	70	70																36	75											533	370					33
[联赛]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	1	99999	8	0	30	140	140	31	70	70																36	80											506	532					33
[联赛]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	3	99999	8	0	30	111	111	31	60	60																36	75											533	534					33
[联赛]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	4	99999	8	0	30	140	140	31	60	60																36	75											533	535					33
[联赛]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	4	99999	10	0																						36	85											373						34
[联赛]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	2	99999	8	0																						36	80											536	537					34
[联赛]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	1	99999	8	0																						36	75											536	538					34
[联赛]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	武林盟主<color=Yellow>独孤剑<color>为武林联赛特制的黄金套装	3	99999	8	0																						36	80											536	539					34
[仿制的]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	0	99999	8	0	30	630	630	31	80	80																36	85											544	543					33
[仿制的]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	黄金装备	2	99999	9	0	30	260	260	31	70	70																36	75											545	546					33
[仿制的]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	黄金装备	1	99999	8	0	30	140	140	31	70	70																36	80											547	543					33
[仿制的]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备	3	99999	8	0	30	111	111	31	60	60																36	75											545	548					33
[仿制的]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备	4	99999	8	0	30	140	140	31	60	60																36	75											545	549					33
[极品的]定国之青纱长衫	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	0	99999	8	0	30	630	630	31	80	80																36	85											555	556					33
[极品的]定国之钨砂发冠	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	黄金装备	2	99999	9	0	30	260	260	31	70	70																36	75											557	558					33
[极品的]定国之赤绢软靴	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	黄金装备	1	99999	8	0	30	140	140	31	70	70																36	80											555	559					33
[极品的]定国之紫藤护腕	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	黄金装备	3	99999	8	0	30	111	111	31	60	60																36	75											557	560					33
[极品的]定国之银蚕腰带	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	黄金装备	4	99999	8	0	30	140	140	31	60	60																36	75											555	561					33
[极品的]安邦之冰晶石项链	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	4	99999	10	0																						36	85											562						34
[极品的]安邦之菊花石指环	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	黄金装备	2	99999	8	0																						36	80											563	564					34
[极品的]安邦之田黄石玉佩	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	黄金装备	1	99999	8	0																						36	75											563	565					34
[极品的]安邦之鸡血石戒指	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	99999	8	0																						36	80											563	566					34
[极品的]侠骨之铁血衫	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	黄金装备	2	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			544	543					37
[极品的]侠骨之多情环	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	黄金装备	2	99999	5	0																						36	35	38	0									563	567	555				37
[极品的]侠骨之丹心戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	0	99999	5	0																						36	45	38	0									568						37
[极品的]侠骨之情意结	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	黄金装备	4	99999	5	0																						36	50	38	0									569	564	570				37
[极品的]柔情之巾帼霓裳	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	黄金装备	0	99999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			555	571	130				38
[极品的]柔情之淑女项链	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	黄金装备	0	99999	5	0																						36	35	38	1									563	572					38
[极品的]柔情之凤仪戒指	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	黄金装备	4	99999	5	0																						36	45	38	1									573						38
[极品的]柔情之慧心玉佩	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	黄金装备	3	99999	5	0																						36	50	38	1									557	574					38
[精致的]洞察之白金雕龙戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	3	99999	10	0	31	60	60																			36	85											575	563	576	578	579	580	30
[精致的]洞察之白玉乾坤佩	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	黄金装备	4	99999	10	0	31	60	60																			36	80											577	581	583	578	582	580	30
[精致的]洞察之白金锈凤戒	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	黄金装备	0	99999	10	0	31	60	60																			36	85											575	563	576	578	579	580	30
[精致的]洞察之翡翠玉项圈	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	黄金装备	2	99999	10	0	31	60	60																			36	85											576	581	575	555	579	580	30
