MissleId	MissleName	MoveKind	FollowKind	ColFollowTarget	MissleHeight	CollidRange	IsRangeDmg	DmgRange	DmgInterval	LifeTime	Speed	Zspeed	Zacc	LoopPlay	SubLoop	SubStart	SubStop	ResponseSkill	CanDestroy	ColVanish	CanSlow	CanColFriend	AutoExplode	MissRate	Param1	Param2	Param3	MultiShow	AnimFile1	AnimFileInfo1	SndFile1	AnimFile2	AnimFileInfo2	SndFile2	AnimFile3	AnimFileInfo3	SndFile3	AnimFile4	AnimFileInfo4	SndFile4	AnimFileB1	AnimFileInfoB1	SndFileB1	AnimFileB2	AnimFileInfoB2	SndFileB2	AnimFileB3	AnimFileInfoB3	SndFileB3	AnimFileB4	AnimFileInfoB4	SndFileB4	RedLum	GreenLum	BlueLum	LightRadius
193	平地撼雷	0	0	1	18	2	1	2	4	12	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\雷击术.spr	27,1,1					\spr\skill\昆仑\Bz_dian3_爆炸.spr	8,1,1														255	255	239	90
194	追风毒棘	1	0	1	10	1	0	1	0	3	32	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\补充\mag_spe_bo_绿.spr	320,32,1	\sound\skill\幽冥骷髅.wav				\spr\skill\五毒教\bz_du2_爆炸.spr	6,1,1	\sound\skill\普通爆炸.wav													140	207	156	90
195	潜龙在渊	0	0	1	10	3	0	3	15	15	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	6,1,1	\sound\skill\sound_k044.wav																			239	146	82	90
196	风卷残雪动画	1	0	0	5	3	0	3	4	20	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1				\spr\skill\翠烟\mag_cy_02_风卷残雪_a.spr	7,1,1	\sound\skill\风卷残雪.wav										\spr\skill\翠烟\mag_cy_02_风卷残雪_b.spr	7,1,1								156	211	255	90
197	迅雷咒动画	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1				\spr\skill\昆仑\kl_02_疾电法a.spr	160,16,1	\sound\skill\迅雷咒.wav				\spr\skill\昆仑\Bz_dian3_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav				\spr\skill\昆仑\kl_02_疾电法b.spr	160,16,1								255	255	239	90
198	金属性远程npc	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\少林\bz_bo1_金波.spr	320,32,1	\sound\skill\怒雷指.wav				\spr\skill\丐帮\mag_gb_bz5_爆炸效果.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
199	木属性远程npc	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_驭飞刀.spr	128,16,1	\sound\skill\夺魂镖.wav				\spr\skill\五毒教\bz_du2_爆炸.spr	6,1,1	\sound\skill\普通爆炸.wav													239	231	189	90
200	水属性远程npc	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\翠烟\mag_cy_01_风云突起.spr	48,16,1	\sound\skill\风花雪月.wav				\spr\skill\翠烟\mag_bz_bin6_爆炸效果.spr	16,1,1	\sound\skill\sound_k040.wav													239	231	189	90
201	火属性远程npc	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_04_弹指烈焰.spr	48,16,1	\sound\skill\怒雷指.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	6,1,2	\sound\skill\sound_k037.wav													239	231	189	90
202	土属性远程npc	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\武当\wd_01_怒雷指.spr	160,16,1	\sound\skill\怒雷指.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													239	231	189	90
203	属性格斗npc	1	0	1	10	1	0	1	0	3	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0																									255	113	114	90
204	毒刺骨爆炸	0	0	0	20	2	0	2	15	16	0	0	0	0	1	1	60	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\唐门\bz_du3_爆炸.spr	16,1,1	\sound\skill\霹雳弹.wav	\spr\skill\唐门\bz_du3_爆炸.spr	16,1,1				\sound\skill\sound_k038.wav				\spr\skill\唐门\bz_du3_爆炸.spr	16,1,1	\sound\skill\霹雳弹.wav	\spr\skill\唐门\bz_du3_爆炸.spr	16,1,1					239	146	82	90
205	全体眩晕	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\武当\wd_05_剥及而复.spr	12,1,1	\sound\skill\迅雷咒.wav													255	255	231	90
206	全体冰冻	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_寒冰刺.spr	27,1,1	\sound\skill\冰爆.wav													255	255	231	90
207	全体中毒	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\wu\阴风蚀骨.spr	20,1,1	\sound\skill\血手毒杀.wav													255	255	231	90
208	全体减速	0	0	1	15	16	1	16	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\昆仑\kl_12_ 羁绊符.spr	16,1,1	\sound\skill\sound_k029.wav													255	255	231	90
209	银钩铁划	1	0	1	10	1	0	1	5	4	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\sl\金龙探爪.spr	6,1,1	\sound\skill\刀剑刺中声.wav													181	203	255	0
210	海天一线	1	0	1	10	1	0	1	0	6	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\少林\sl_01_摩诃无量.spr	80,16,1					\spr\skill\sl\金龙探爪.spr	6,1,1	\sound\skill\刀剑刺中声.wav													181	203	255	0
211	破空斩影	1	0	1	10	1	0	1	7	6	20	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\少林\bz_bo1_金波.spr	320,32,1					\spr\skill\sl\金龙探爪.spr	6,1,1	\sound\skill\刀剑刺中声.wav													181	203	255	0
212	不灭杀意	0	0	1	10	3	1	3	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\少林\sl_03_行龙不雨.spr	15,1,1	\sound\skill\行龙不雨.wav				\spr\skill\sl\金龙探爪.spr	6,1,1	\sound\skill\刀剑刺中声.wav													181	203	255	0
213	黑煞神砂	1	0	1	10	1	0	1	12	11	30	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_10_火地雷.spr	160,16,1					\spr\skill\五毒教\bz_du1_爆炸.spr	13,1,1	\sound\skill\霹雳弹.wav													148	219	255	0
214	千蛛万毒	100	0	1	10	1	0	1	0	30	21	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\五毒教\wdu_01_毒砂掌.spr	160,16,1					\spr\skill\五毒教\bz_du1_爆炸.spr	13,1,1	\sound\skill\霹雳弹.wav													148	219	255	0
215	悲魔血光	1	0	1	10	2	0	3	34	20	18	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_05_多向箭.spr	160,16,1					\spr\skill\五毒教\wdu_02_大手印.spr	10,1,1	\sound\skill\霹雳弹.wav													148	219	255	0
216	孤烟逐云	1	0	1	10	3	1	4	21	20	18	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\唐门\小李飞刀.spr	64,16,1					\spr\skill\唐门\bz_du3_爆炸.spr	16,1,1	\sound\skill\霹雳弹.wav													148	219	255	0
217	潮起月盈	1	0	1	10	1	0	1	0	15	20	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\峨嵋\mag_em_02_四象同归.spr	64,16,1					\spr\skill\翠烟\mag_bz_bin7_爆炸效果.spr	18,1,1	\sound\skill\冰爆.wav													148	219	255	0
218	万柳飘风本身	0	0	1	10	1	0	1	2	1	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0										\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,1	\sound\skill\冰爆.wav													148	219	255	0
219	雪映红尘	1	0	1	300	4	1	4	31	30	0	0	2048	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\em\em_风霜碎影_下落.spr	16,1,1					\spr\skill\峨嵋\mag_bz_bin3_爆炸效果.spr	19,1,2	\sound\skill\冰爆.wav													148	219	255	0
220	霜野仙踪本身	0	0	1	10	1	0	1	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0					128,16,1					\spr\skill\峨嵋\mag_bz_bin3_爆炸效果.spr	19,1,1	\sound\skill\冰爆.wav													148	219	255	0
221	炎龙之咆	1	0	1	10	1	0	1	0	12	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\丐帮\mag_gb_05_亢龙有悔.spr	80,16,1					\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
222	朝阳烈焰	1	0	1	10	1	0	1	0	14	20	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_04_弹指烈焰.spr	48,16,1					\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	6,1,1	\sound\skill\sound_k037.wav													148	219	255	0
223	如日中天	0	0	0	20	2	1	2	31	30	0	0	0	1	1	20	30	0	0	0	0	0	0	0	0	0	0	1				\spr\skill\天忍\mag_tr_02_推山填海_a1.spr	31,1,2	\sound\skill\推山填海.wav	\spr\skill\天忍\mag_tr_02_推山填海_a2.spr	10,1,2		\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	6,1,1	\sound\skill\sound_k037.wav				\spr\skill\天忍\mag_tr_02_推山填海_b1.spr	31,1,2	\sound\skill\sound_k036.wav	\spr\skill\天忍\mag_tr_02_推山填海_b2.spr	10,1,2					148	219	255	0
224	炽空火舞	5	0	1	10	2	1	2	16	15	20	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\丐帮\mag_gb_02_沿门托钵.spr	64,16,1					\spr\skill\天忍\mag_bz_huo4_爆炸效果.spr	16,1,1	\sound\skill\sound_k040.wav													148	219	255	0
225	混元乾坤	0	0	1	10	1	0	1	13	12	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0				\spr\skill\武当\wd_05_剥及而复.spr	12,1,1	\sound\skill\剥极而复.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
226	长河落日	0	0	1	10	2	1	3	17	16	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\武当\wd_03_天际惊雷.spr	17,1,1	\sound\skill\剑飞惊天.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
227	疾风迅雷本身	0	0	1	10	1	0	1	0	20	18	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\kl\雷动九天.spr	6,1,2	\sound\skill\狂风骤电.wav				\spr\skill\昆仑\kl_01_呼风法.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
228	无影剑决	1	0	1	10	1	0	1	0	15	22	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\武当\wd_10_无我无剑.spr	96,16,1	\sound\skill\剑飞惊天.wav				\spr\skill\武当\Bz_dian1_爆炸.spr	8,1,1	\sound\skill\sound_k040.wav													148	219	255	0
229	花飞碟舞	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\补充\mag_spe_登陆.spr	20,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
230	流光飞舞	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\补充\mag_spe_登录.spr	20,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
231	还彼之身	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\gb\龙战于野.spr	15,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
232	倒行逆施	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\Spr\skill\翠烟\mag_bz_bin6_爆炸效果.spr	16,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
233	火系同伴诅咒	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	18,1,2	\sound\skill\普通爆炸.wav													148	219	255	0
234	水系同伴诅咒	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\峨嵋\mag_bz_bin3_爆炸效果.spr	19,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
235	土系同伴诅咒	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\昆仑\Bz_dian3_爆炸.spr	8,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
236	安抚之语	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									148	219	255	0
237	扭转乾坤	0	0	0	18	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0												\sound\skill\普通爆炸.wav													148	219	255	0
238	万柳飘风子	1	0	1	10	2	0	2	0	16	15	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\翠烟\mag_cy_05_碧海潮生_b.spr	48,16,1					\spr\skill\峨嵋\mag_bz_bin2_爆炸效果.spr	6,1,1	\sound\skill\冰爆.wav													148	219	255	0
239	霜野仙踪子	1	0	1	10	3	1	3	0	16	15	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\cy\风雪冰天.spr	128,16,1					\spr\skill\峨嵋\mag_bz_bin3_爆炸效果.spr	19,1,1	\sound\skill\冰爆.wav													148	219	255	0
240	南冥三段击	1	0	1	10	1	0	1	0	15	15	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0				\spr\skill\NPC\投石普.spr	20,1,1					\spr\skill\丐帮\mag_bz_tu2_爆炸效果.spr	16,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
241	疾风迅雷子	100	0	1	10	3	1	3	0	16	16	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0				\spr\skill\kl\雷动九天.spr	6,1,2	\sound\skill\狂风骤电.wav				\spr\skill\昆仑\kl_01_呼风法.spr	15,1,1	\sound\skill\sound_k040.wav													148	219	255	0
242	金系同伴诅咒	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\丐帮\mag_bz_tu1_爆炸效果.spr	19,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
243	木系同伴诅咒	0	0	1	18	3	1	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\五毒教\bz_du2_爆炸.spr	6,1,1	\sound\skill\普通爆炸.wav													148	219	255	0
244	圣诞眩晕陷阱	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_雷击术.spr	1080,1,1					\spr\skill\tm\雷击术.spr	27,1,1														255	255	231	90
245	圣诞迟缓陷阱	0	0	1	15	2	1	2	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_寒冰刺.spr	1080,1,1					\spr\skill\tm\bz_寒冰刺.spr	27,1,1														255	255	231	90
246	圣诞全体眩晕	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0										\spr\skill\武当\wd_05_剥及而复.spr	12,1,1	\sound\skill\迅雷咒.wav													255	255	231	90
247	圣诞全体迟缓	0	0	1	15	7	1	7	13	12	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0										\spr\skill\tm\bz_寒冰刺.spr	27,1,1	\sound\skill\冰爆.wav													255	255	231	90
248	蓝玫瑰花2	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\风花雪月.wav	\spr\skill\补充\蓝玫瑰03.spr	50,1,1											\spr\skill\补充\蓝玫瑰02.spr	50,1,1								156	211	255	90
249	蓝玫瑰花3	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\蓝玫瑰02.spr	50,1,1											\spr\skill\补充\蓝玫瑰04.spr	50,1,1								156	211	255	90
250	蓝玫瑰花4	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\蓝玫瑰05.spr	50,1,1											\spr\skill\补充\蓝玫瑰03.spr	50,1,1								156	211	255	90
251	蓝玫瑰花5	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\蓝玫瑰04.spr	50,1,1											\spr\skill\补充\蓝玫瑰01.spr	50,1,1								156	211	255	90
252	蓝玫瑰花6	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\蓝玫瑰06.spr	50,1,1											\spr\skill\补充\蓝玫瑰05.spr	50,1,1								156	211	255	90
253	地上的蓝玫瑰	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\补充\蓝玫瑰地面03.spr	16,1,1											\spr\skill\补充\蓝玫瑰地面01.spr	1,1,1								255	255	231	90
254	雪花2	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1			\sound\skill\风花雪月.wav	\spr\skill\补充\雪花03.spr	50,1,1											\spr\skill\补充\雪花02.spr	50,1,1								156	211	255	90
255	雪花3	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\雪花02.spr	50,1,1											\spr\skill\补充\雪花04.spr	50,1,1								156	211	255	90
256	雪花4	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\雪花05.spr	50,1,1											\spr\skill\补充\雪花03.spr	50,1,1								156	211	255	90
257	雪花5	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\雪花04.spr	50,1,1											\spr\skill\补充\雪花01.spr	50,1,1								156	211	255	90
258	雪花6	1	0	1	450	1	1	3	0	240	0	0	128	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1				\spr\skill\补充\雪花06.spr	50,1,1											\spr\skill\补充\雪花05.spr	50,1,1								156	211	255	90
259	地上的雪花	0	0	1	15	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1				\spr\skill\补充\雪花地面03.spr	16,1,1											\spr\skill\补充\雪花地面01.spr	1,1,1								255	255	231	90
260	节日礼花	0	0	0	10	0	0	0	0	264	0	0	0	1	0	0	0		0	0	0	0	0	0	0	0	0	0				\spr\skill\补充\烟花.spr	24,1,3																				255	255	255	100
261	红心左旋转	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
262	红心右旋转	4	0	1	50	1	1	3	0	3000	10	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0				\spr\skill\special\skill_heart.spr	20,1,1																				156	211	255	90
263	蓝玫瑰花掉落	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\风花雪月.wav	\spr\skill\补充\蓝玫瑰03.spr	50,1,1											\spr\skill\补充\玫瑰02.spr	50,1,1								156	211	255	90
264	蓝玫瑰落地	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\补充\蓝玫瑰地面03.spr	16,1,1																				255	255	231	90
265	红玫瑰花掉落	1	0	1	450	1	1	3	0	30	0	0	1024	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0			\sound\skill\风花雪月.wav	\spr\skill\补充\玫瑰03.spr	50,1,1											\spr\skill\补充\玫瑰02.spr	50,1,1								156	211	255	90
266	红玫瑰花落地	0	0	1	15	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0				\spr\skill\补充\玫瑰地面03.spr	16,1,1																				255	255	231	90
267	noview	0	0	1	15	0	0	0	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0																									255	255	231	90
268	鞭炮	7	0	1	20	3	1	3	0	60	16	10240	5120	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\霹雳弹.wav				\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	18,1,2	\sound\skill\普通爆炸.wav													132	125	107	90
269	冲天炮	1	0	1	20	2	1	2	0	12	25	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\霹雳弹.wav				\spr\skill\天忍\mag_bz_huo4_爆炸效果.spr	16,1,1	\sound\skill\普通爆炸.wav													255	174	60	90
270	地老鼠	5	0	1	20	2	1	2	0	32	24	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\firecracker.spr	64,8,1	\sound\skill\霹雳弹.wav				\spr\skill\丐帮\mag_gb_bz5_爆炸效果.spr	6,1,2	\sound\skill\普通爆炸.wav													255	174	60	90
271	春节大范围眩晕陷阱	0	0	1	15	2	1	14	13	540	0	0	0	1	1	1	30	0	0	1	0	0	0	0	0	0	0	0				\spr\skill\tm\xj_穿心刺.spr	1080,1,1					\spr\skill\tm\穿心刺.spr	27,1,1														255	255	231	90
272	投掷火蛊	1	0	1	10	1	0	1	0	16	30	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\唐门\tm_10_火地雷.spr	160,16,1	\sound\skill\怒雷指.wav				\spr\skill\天忍\mag_bz_huo3_爆炸效果.spr	18,1,2	\sound\skill\sound_k040.wav													239	231	189	90
273	原地敌方范围	0	0	0	2	7	1	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	255	231	90
274	原地友方范围	0	0	0	2	10	1	10	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0																									255	255	231	90
275	单个子弹	0	0	0	18	1	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
276	狮子吼子技能	1	0	0	10	1	0	1	0	20	20	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0				\spr\skill\少林\bz_bo1_金波.spr	320,32,1																				231	227	107	90
277	雪球	1	0	1	10	1	0	1	0	16	31	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0				\spr\skill\others\雪球.spr	88,8,1	\sound\skill\风花雪月.wav				\spr\skill\others\雪球爆炸.spr	11,1,1	\sound\skill\sound_k040.wav													239	231	189	90
278	春节烟花	0	0	1	10	12	1	12	5401	5400	0	0	0	1	1	6	22	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\补充\烟花.spr	24,1,3																				255	255	255	100
279	春节烟花字1a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\新年快乐1.spr	30,1,2																				156	211	255	90
280	春节烟花字1b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\新年快乐2.spr	10,1,2																				156	211	255	90
281	春节烟花字2a	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\恭喜发财1.spr	30,1,2																				156	211	255	90
282	春节烟花字2b	0	0	1	10	1	0	1	5371	5370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\others\恭喜发财2.spr	10,1,2																				156	211	255	90
283	春节爆竹	0	0	0	15	0	1	4	55	54	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0				\spr\skill\others\鞭炮.spr	5,1,1		\spr\skill\others\鞭炮1.spr	7,1,1		\spr\skill\others\鞭炮1.spr	7,1,1														255	255	231	90
284	断魂刺伤害	1	0	1	10	2	1	2	0	3	30	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0										\spr\skill\补充\刀剑爆炸.spr	4,1,1	\sound\skill\刀剑刺中声.wav										\spr\skill\补充\刀剑爆炸.spr	4,1,1		181	203	255	0
285	中秋彩蝶灯	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\caidiedeng.spr	7,1,5																				255	255	231	90
286	中秋锦霞灯	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\jinxiadeng.spr	7,1,5																				255	255	231	
287	中秋盈月灯	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\yingyuedeng.spr	7,1,5																				255	255	231	
288	中秋朝露灯	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\skill\mid_autumn\zhaoludeng.spr	7,1,5																				255	255	231	
289	中秋朝露灯	0	0	1	10	1	0	1	5401	5400	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0				\spr\item\vietnam\midautumn06\lantern_3.spr	7,1,5																				255	255	231	
290	束缚咒	0	0	0	18	4	1	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0																									255	219	99	90
291	春牛技能	1	0	1	10	1	0	1	0	54	5	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_01_残阳如雪.spr	48,16,1	\sound\skill\烈火情天.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
292	春牛技能子技能	1	0	1	10	1	0	1	0	16	40	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0				\spr\skill\天忍\mag_tr_01_残阳如雪.spr	48,16,1	\sound\skill\烈火情天.wav				\spr\skill\天忍\mag_bz_huo1_爆炸效果.spr	18,1,2	\sound\skill\sound_k037.wav													239	146	82	90
