SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	IsSaveCd	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
镇狱破天劲	主动辅助	558	1009	2	\spr\Ui\技能图标\companion\zhenyupotianjin.spr				92	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\镇狱破天劲.lua	poisontimereduce_p	zhenyupotianjin																																								金系同伴无上心法，能缩短主人的中毒时间
大悲咒	主动辅助	559	1009	2	\spr\Ui\技能图标\icon_sk_sl_41.spr				88	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\大悲咒.lua	poisonres_p	dabeizhou																																								金系同伴无上心法，能增加主人的毒防
黑煞神砂	外功系攻击	560	1006	0	\spr\Ui\技能图标\icon_sk_tm_02.spr		\sound\skill\sound_k003.wav		0	0	0	0	0	300	0	0	0	0	1	213	-1	1	1	11	0	0	2		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\黑煞神砂.lua	poisondamage_v	heishashensha	physicsenhance_p	heishashensha	attackrating_p	heishashensha	seriesdamage_p	heishashensha	addskilldamage1	heishashensha	addskilldamage2	heishashensha	addskilldamage3	heishashensha	addskillexp1	heishashensha	skill_skillexp_v	heishashensha																							\script\skill\partner\wood\黑煞神砂_升级.lua	木系同伴入门武功，对单个敌人施以轻微的毒伤害
千蛛万毒	外功系攻击	561	1006	0	\spr\Ui\技能图标\companion\qianzhuwandu.spr				0	0	0	0	0	300	0	0	0	0	1	214	-1	1	1	11	0	0	4		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\千蛛万毒.lua	poisondamage_v	qianzhuwandu	physicsenhance_p	qianzhuwandu	attackrating_p	qianzhuwandu	seriesdamage_p	qianzhuwandu	addskilldamage1	qianzhuwandu	addskilldamage2	qianzhuwandu	addskillexp1	qianzhuwandu	skill_skillexp_v	qianzhuwandu																									\script\skill\partner\wood\千蛛万毒_升级.lua	木系同伴进阶武功，千蛛万毒涂在暗器上，能溅伤敌人
悲魔血光	外功系攻击	562	1006	0	\spr\Ui\技能图标\icon_sk_wd_21.spr				0	0	0	0	0	300	0	0	0	0	1	215	-1	2	1	11	0	0	4		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	45		0					0	0	1	1	1	\script\skill\partner\wood\悲魔血光.lua	poisondamage_v	beimoxueguang	poisontimereduce_p	beimoxueguang	physicsenhance_p	beimoxueguang	attackrating_p	beimoxueguang	seriesdamage_p	beimoxueguang	addskilldamage1	beimoxueguang	addskillexp1	beimoxueguang	skill_skillexp_v	beimoxueguang																									\script\skill\partner\wood\悲魔血光_升级.lua	木系同伴中级武功，对小范围内敌人造成强烈的毒伤害
孤烟逐云	外功系攻击	563	1006	0	\spr\Ui\技能图标\companion\guyanzhuyun.spr	\spr\skill\五毒教\wdu_13_魔法施放.spr			0	0	0	0	0	350	0	0	0	0	1	216	-1	1	1	11	0	0	4		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\孤烟逐云.lua	poisondamage_v	guyanzhuyun	poisontimereduce_p	guyanzhuyun	physicsenhance_p	guyanzhuyun	attackrating_p	guyanzhuyun	firedamage_v	guyanzhuyun	seriesdamage_p	guyanzhuyun	addskillexp1	guyanzhuyun	skill_skillexp_v	guyanzhuyun																									\script\skill\partner\wood\孤烟逐云_升级.lua	木系同伴高级武功，对一定范围内敌人造成毒攻和火攻伤害
炼狱腐蛊	主动辅助	564	1009	2	\spr\Ui\技能图标\icon_sk_wd_31.spr				91	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\炼狱腐蛊.lua	lightingres_p	lianyufugu																																								木系同伴无上心法，能增加主人的雷防
蚀骨血仞	主动辅助	565	1009	2	\spr\Ui\skill\血刀毒杀.spr				94	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\蚀骨血仞.lua	stuntimereduce_p	shiguxueren																																								木系同伴无上心法，能使主人尽快从眩晕状态恢复
潮起月盈	外功系攻击	566	1006	0	\spr\Ui\技能图标\companion\chaoqiyueying.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	0	0	0	280	0	0	0	0	1	217	-1	1	1	11	0	0	3		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\潮起月盈.lua	colddamage_v	chaoqiyueying	physicsenhance_p	chaoqiyueying	attackrating_p	chaoqiyueying	seriesdamage_p	chaoqiyueying	addskilldamage1	chaoqiyueying	addskilldamage2	chaoqiyueying	addskilldamage3	chaoqiyueying	addskillexp1	chaoqiyueying	skill_skillexp_v	chaoqiyueying																							\script\skill\partner\water\潮起月盈_升级.lua	水系同伴入门武功，对单个敌人造成冰攻伤害
万柳飘风	外功系攻击	567	1006	0	\spr\Ui\技能图标\icon_sk_em_21.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	0	0	0	280	0	0	0	0	6	218	-1	1	1	11	-1	0	3		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	1	657	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\万柳飘风.lua	colddamage_v	wanliupiaofeng	physicsenhance_p	wanliupiaofeng	attackrating_p	wanliupiaofeng	seriesdamage_p	wanliupiaofeng	addskilldamage1	wanliupiaofeng	addskilldamage2	wanliupiaofeng	addskillexp1	wanliupiaofeng	skill_skillexp_v	wanliupiaofeng																									\script\skill\partner\water\万柳飘风_升级.lua	水系同伴进阶武功，对小范围敌人造成冰攻伤害
雪映红尘	外功系攻击	568	1006	0	\spr\Ui\技能图标\icon_sk_cy_42.spr	\spr\skill\峨嵋\mag_em_13_施魔法.spr			0	0	0	0	0	300	0	0	0	0	6	219	-1	1	1	11	0	0	2		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\雪映红尘.lua	colddamage_v	xueyinghongchen	physicsenhance_p	xueyinghongchen	attackrating_p	xueyinghongchen	freezetimereduce_p	xueyinghongchen	seriesdamage_p	xueyinghongchen	addskilldamage1	xueyinghongchen	addskillexp1	xueyinghongchen	skill_skillexp_v	xueyinghongchen																									\script\skill\partner\water\雪映红尘_升级.lua	水系同伴中级武功，幻化为雪球从高空攻击敌人
霜野仙踪	外功系攻击	569	1006	0	\spr\Ui\技能图标\companion\shuangyexianzong.spr	\spr\skill\翠烟\mag_cy_05_碧海潮生_a.spr			0	0	0	0	0	320	0	1	0	0	6	220	-1	1	1	11	-1	0	3		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	1	658	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\霜野仙踪.lua	colddamage_v	shuangyexianzong	physicsenhance_p	shuangyexianzong	attackrating_p	shuangyexianzong	freezetimereduce_p	shuangyexianzong	seriesdamage_p	shuangyexianzong	poisondamage_v	shuangyexianzong	addskillexp1	shuangyexianzong	skill_skillexp_v	shuangyexianzong																									\script\skill\partner\water\霜野仙踪_升级.lua	水系同伴高级武功，幻化为冰霜仙子攻击敌人，附带毒伤害
逆转心经	主动辅助	570	1009	2	\spr\Ui\技能图标\icon_sk_cy_23.spr				95	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\water\逆转心经.lua	fastwalkrun_p	nizhuanxinjing																																								水系同伴无上心法，能使主人移动速度更快
玄冰阴气	主动辅助	571	1009	2	\spr\Ui\技能图标\icon_sk_cy_32.spr				90	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\water\玄冰阴气.lua	fireres_p	xuanbingyinqi																																								水系同伴无上心法，能增加主人的火防
炎龙之咆	外功系攻击	572	1006	0	\spr\Ui\技能图标\companion\yanlongzhipao.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	0	0	0	180	0	0	0	0	1	221	-1	1	1	9	0	0	2		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	20	0	0		0					0	0	1	3	1	\script\skill\partner\fire\炎龙之咆.lua	firedamage_v	yanlongzhipao	physicsenhance_p	yanlongzhipao	attackrating_p	yanlongzhipao	seriesdamage_p	yanlongzhipao	addskilldamage1	yanlongzhipao	addskilldamage2	yanlongzhipao	addskilldamage3	yanlongzhipao	addskillexp1	yanlongzhipao	skill_skillexp_v	yanlongzhipao																							\script\skill\partner\fire\炎龙之咆_升级.lua	火系同伴入门武功，发出一条炎龙向敌人狂咆
朝阳烈焰	外功系攻击	573	1006	0	\spr\Ui\技能图标\icon_sk_tr_07.spr	\spr\skill\丐帮\mag_gb_07_金乌映雪.spr			0	0	0	0	0	180	0	0	0	0	1	222	-1	1	1	9	0	0	2		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	10	-2	0	20	0	0		0					0	0	1	3	1	\script\skill\partner\fire\朝阳烈焰.lua	firedamage_v	zhaoyanglieyan	physicsenhance_p	zhaoyanglieyan	attackrating_p	zhaoyanglieyan	seriesdamage_p	zhaoyanglieyan	addskilldamage1	zhaoyanglieyan	addskilldamage2	zhaoyanglieyan	addskillexp1	zhaoyanglieyan	skill_skillexp_v	zhaoyanglieyan																									\script\skill\partner\fire\朝阳烈焰_升级.lua	火系同伴进阶武功，利用烈焰攻击一条直线上的敌人
如日中天	外功系攻击	574	1006	0	\spr\Ui\技能图标\icon_sk_tr_31.spr	\spr\skill\天忍\mag_tr_16_施魔法.spr			0	0	0	0	0	200	0	0	0	0	0	223	-1	4	1	11	0	0	3		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	30	0	64		0					0	0	1	3	1	\script\skill\partner\fire\如日中天.lua	firedamage_v	rurizhongtian	physicsenhance_p	rurizhongtian	attackrating_p	rurizhongtian	seriesdamage_p	rurizhongtian	fasthitrecover_v	rurizhongtian	addskilldamage1	rurizhongtian	addskillexp1	rurizhongtian	skill_skillexp_v	rurizhongtian																									\script\skill\partner\fire\如日中天_升级.lua	火系同伴中级武功，放出一排火墙灼烧敌人
炽空火舞	外功系攻击	575	1006	0	\spr\Ui\技能图标\icon_sk_gb_11.spr	\spr\skill\丐帮\mag_gb_10_化险为夷.spr			0	0	0	0	0	200	0	0	0	0	2	224	-1	2	1	11	0	0	3		0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	10	-2	0	40	0	3		0					0	0	1	3	1	\script\skill\partner\fire\炽空火舞.lua	firedamage_v	zhikonghuowu	physicsenhance_p	zhikonghuowu	attackrating_p	zhikonghuowu	seriesdamage_p	zhikonghuowu	fasthitrecover_v	zhikonghuowu	lightingdamage_v	zhikonghuowu	addskillexp1	zhikonghuowu	skill_skillexp_v	zhikonghuowu																									\script\skill\partner\fire\炽空火舞_升级.lua	火系同伴高级武功，发出一圈火球烧伤四周的敌人，附带雷攻伤害
尘空梵烬	主动辅助	576	1009	2	\spr\Ui\技能图标\companion\chenkongfanjin.spr				87	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\fire\尘空梵烬.lua	physicsres_p	chenkongfanjin																																								火系同伴无上心法，能增加主人的普防
火凤轻吟	主动辅助	577	1009	2	\spr\Ui\技能图标\companion\huofengqingyin.spr				95	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\fire\火凤轻吟.lua	fastwalkrun_p	huofengqingyin																																								火系同伴无上心法，能使主人移动速度更快
混元乾坤	外功系攻击	578	1006	0	\spr\Ui\技能图标\icon_sk_wa_13.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			0	0	0	0	0	220	0	0	0	0	6	225	-1	1	1	11	0	0	2		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	4	1	\script\skill\partner\earth\混元乾坤.lua	lightingdamage_v	hunyuanqiankun	physicsenhance_p	hunyuanqiankun	attackrating_p	hunyuanqiankun	seriesdamage_p	hunyuanqiankun	addskilldamage1	hunyuanqiankun	addskilldamage2	hunyuanqiankun	addskilldamage3	hunyuanqiankun	addskillexp1	hunyuanqiankun	skill_skillexp_v	hunyuanqiankun																							\script\skill\partner\earth\混元乾坤_升级.lua	土系同伴入门武功，爆发出劲气攻击单个敌人
长河落日	外功系攻击	579	1006	0	\spr\Ui\技能图标\companion\changheluori.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			0	0	0	0	0	240	0	0	0	0	6	226	-1	1	1	11	0	0	2		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	4	1	\script\skill\partner\earth\长河落日.lua	lightingdamage_v	changheluori	physicsenhance_p	changheluori	attackrating_p	changheluori	seriesdamage_p	changheluori	addskilldamage1	changheluori	addskilldamage2	changheluori	addskillexp1	changheluori	skill_skillexp_v	changheluori																									\script\skill\partner\earth\长河落日_升级.lua	土系同伴进阶武功，剑气从天而落，攻击小范围内的敌人
疾风迅雷	外功系攻击	580	1006	0	\spr\Ui\技能图标\icon_sk_kl_11.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			0	0	0	0	0	260	0	1	0	0	6	227	-1	1	1	11	-1	0	2		0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	1	659	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	4	1	\script\skill\partner\earth\疾风迅雷.lua	lightingdamage_v	jifengxunlei	physicsenhance_p	jifengxunlei	attackrating_p	jifengxunlei	seriesdamage_p	jifengxunlei	stun_p	jifengxunlei	addskillexp1	jifengxunlei	skill_skillexp_v	jifengxunlei																											\script\skill\partner\earth\疾风迅雷_升级.lua	土系同伴高级武功，疾风迅雷地席卷敌人
无影剑决	外功系攻击	581	1006	0	\spr\Ui\技能图标\icon_sk_wa_33.spr	\spr\skill\昆仑\kl_16_魔法施放.spr			0	0	0	0	0	260	0	0	0	0	2	228	-1	5	1	11	0	0	2		0	0	0	7	7	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	2		0					0	0	1	4	1	\script\skill\partner\earth\无影剑决.lua	lightingdamage_v	wuyingjianjue	physicsenhance_p	wuyingjianjue	attackrating_p	wuyingjianjue	seriesdamage_p	wuyingjianjue	stun_p	wuyingjianjue	addskilldamage1	wuyingjianjue	addskillexp1	wuyingjianjue	skill_skillexp_v	wuyingjianjue																									\script\skill\partner\earth\无影剑决_升级.lua	土系同伴中级武功，数道剑气迅速发出，杀伤大范围的敌人
纯阳无极	主动辅助	582	1009	2	\spr\Ui\技能图标\icon_sk_wa_12.spr				93	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\earth\纯阳无极.lua	freezetimereduce_p	chunyangwuji																																								土系同伴无上心法，能使主人尽快从迟缓状态恢复
云生结海	主动辅助	583	1009	2	\spr\Ui\skill\逍遥功.spr				89	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5		0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\earth\云生结海.lua	coldres_p	yunshengjiehai																																								土系同伴无上心法，能增加主人的冰防
平和气诀	被动辅助	584	1008	3	\spr\Ui\技能图标\companion\pingheqijue.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\平和气诀.lua	attackratingenhance_p	pingheqijue																																								同伴心法，使心态平静，能提高命中
虚空闪影	被动辅助	585	1008	3	\spr\Ui\技能图标\companion\xukongshanying.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\虚空闪影.lua	adddefense_v	xukongshaying																																								同伴武功，增加在战斗中的躲闪能力
会神静心	被动辅助	586	1008	3	\spr\Ui\技能图标\companion\huishenjingxin.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\会神静心.lua	deadlystrikeenhance_p	huishenjingxin																																								同伴武功，提高会心一击的几率
无念心经	诅咒	587	1010	0	\spr\Ui\技能图标\companion\wunianxinjing.spr				9	3	0	0	0	400	0	0	0	0	6	242	-1	1	1	11	0	0	2		0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\无念心经.lua	lightingres_p	wunianxinjing																																								同伴武功，能削弱敌人的雷防
五行无相	被动辅助	588	1008	3	\spr\Ui\技能图标\companion\wuxingwuxiang.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\五行无相.lua	allres_p	wuxingwuxiang																																								同伴武功，全面提高各种抗性
弥气飘踪	被动辅助	589	1008	3	\spr\Ui\技能图标\companion\miqipiaozong.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\弥气飘踪.lua	fastwalkrun_p	miqipiaozong																																								同伴武功，加强移动能力
花飞蝶舞	被动辅助	590	1008	3	\spr\Ui\技能图标\companion\huafeidiewu.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\花飞碟舞.lua	attackspeed_v	huafeidiewu																																								同伴武功，提高外功系武功出招速度
流光飞舞(取消)	主动辅助	591	1009	0	\spr\Ui\技能图标\companion\liuguangfeiwu.spr				65	3	0	0	0	400	0	0	0	0	7	230	-1	1	1	11	0	0	2		0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\流光飞舞(取消).lua	castspeed_v	liuguangfeiwu																																								同伴武功，提高内功系武功出招速度
还彼之身	主动辅助	592	1009	0	\spr\Ui\技能图标\companion\huanbizhishen.spr				21	3	0	0	0	400	0	0	0	0	7	231	-1	1	1	11	0	0	2		0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\还彼之身.lua	meleedamagereturn_p	huanbizhishen																																								同伴武功，能反弹近身伤害
倒行逆施	主动辅助	593	1009	0	\spr\Ui\技能图标\companion\daoxingnishi.spr				32	3	0	0	0	400	0	0	0	0	7	232	-1	1	1	11	0	0	2		0	0	0	5	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\倒行逆施.lua	rangedamagereturn_p	daoxingnishi																																								同伴武功，能反弹远程伤害
性傲三冬	被动辅助	594	1008	3	\spr\Ui\技能图标\companion\xingaosandong.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\性傲三冬.lua	fasthitrecover_v	xingaosandong																																								同伴武功，减少受伤动作时间
点血截脉	诅咒	595	1010	0	\spr\Ui\技能图标\companion\dianxuejiemai.spr				8	3	0	0	0	400	0	0	0	0	6	243	-1	1	1	11	0	0	2		0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\点血截脉.lua	coldres_p	dianxuejiemai																																								同伴武功，能削弱敌人的冰防
万毒不复	被动辅助	596	1008	3	\spr\Ui\技能图标\companion\wandubufu.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\万毒不复.lua	poisontimereduce_p	wandubufu																																								同伴武功，能尽快从中毒状态恢复
身轻如燕	被动辅助	597	1008	3	\spr\Ui\技能图标\companion\shenqingruyan.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\身轻如燕.lua	freezetimereduce_p	shenqingruyan																																								同伴武功，能尽快从迟缓状态恢复
凝音归元	被动辅助	598	1008	3	\spr\Ui\技能图标\companion\ningyinguiyuan.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\凝音归元.lua	stuntimereduce_p	ningyinguiyuan																																								同伴武功，能尽快从眩晕状态恢复
易骨经	被动辅助	599	1008	3	\spr\Ui\技能图标\companion\yigujing.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\易骨经.lua	fatallystrikeres_p	yigujing																																								同伴武功，弱化受到的致命一击
束身术	诅咒	600	1010	0	\spr\Ui\技能图标\companion\xuanmudingshenshu.spr				58	3	0	0	0	400	0	0	0	0	6	233	-1	1	1	11	0	0	2		0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\束身术.lua	fasthitrecover_v	shushenshu																																								同伴武功，使敌人受到攻击时较难回复
缓身术	诅咒	601	1010	0	\spr\Ui\技能图标\companion\xuanmudingshenshu.spr				65	3	0	0	0	400	0	0	0	0	6	234	-1	1	1	11	0	0	2		0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\缓身术.lua	freezetimereduce_p	huanshenshu																																								同伴武功，使敌人受到攻击时动作缓慢
眩目定身术	诅咒	602	1010	0	\spr\Ui\技能图标\companion\xuanmudingshenshu.spr				0	0	0	0	0	400	0	0	0	0	6	235	-1	1	1	11	0	0	2		0	0	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\眩目定身术.lua	stun_p	xuanmudingshenshu																																								同伴武功，使敌人有可能致晕
益寿阴阳	被动辅助	603	1008	3	\spr\Ui\技能图标\companion\yishouyinyang.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\expansion\益寿阴阳.lua	lifemax_v	yishouyinyang																																								同伴武功，提高生命力
