名称	道具种类	具体类别	详细类别	动画文件名	对应物件索引	宽度	高度	说明文字	五行属性	价格	等级	是否叠放	脚本名(参数1)	技能ID（参数1）	参数2(释法类型)	参数3(是否广播)	参数4(是否有等级概念)	参数5(是否可放快捷栏)	使用是否需要目标	物品最大叠放值	要求等级相同	要求五行相同	要求幸运相同	要求MagicLevel1相同	要求MagicLevel2相同	要求MagicLevel3相同	要求MagicLevel4相同	要求MagicLevel5相同	要求MagicLevel6相同
黄金图谱-伏羲之栖霞帽	6	1	1547	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之芳菲玉珑腰环	6	1	1548	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之幻影屐	6	1	1549	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>玄铁矿：增加移动速度8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>朱砂矿：增加外功系普攻伤害百分比8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之无量辟邪手	6	1	1550	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少眩晕时间8级以上<enter>洗髓经<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之碎心	6	1	1551	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加毒防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>芙蓉石：增加内功系毒伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之曲游春	6	1	1552	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>芙蓉石：增加毒防最大值8级以上<enter>孔雀石：增加普防最大值8级以上<enter>芙蓉石：增加内功系火伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之拜星戒指	6	1	1553	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之酹月戒指	6	1	1554	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-伏羲之琥珀护符	6	1	1555	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之碧夕软狐裘	6	1	1556	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之红颜发带	6	1	1557	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加普防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少眩晕时间8级以上<enter>朱砂矿：增加外功系普攻伤害百分比8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之六艺霓裳束带	6	1	1558	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加雷防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>芙蓉石：伤害转化为内力百分比（水属性）8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之踏浪履	6	1	1559	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之菩提静沁锦腕	6	1	1560	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之寒湘	6	1	1561	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少中毒时间8级以上<enter>芙蓉石：增加内功系冰伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之念奴娇	6	1	1562	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上<enter>孔雀石：增加普防最大值8级以上<enter>芙蓉石：增加毒防最大值8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>芙蓉石：增加内功系毒伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之溢彩指环	6	1	1563	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之潇湘指环	6	1	1564	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-女娲之暗香秋水结	6	1	1565	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之烈焰怒风装	6	1	1566	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>玄铁矿：减少受伤动作时间8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加普防最大值8级以上<enter>芙蓉石：伤害转化为内力百分比（火属性）8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之焚阳冠	6	1	1567	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之天炎流烟锦带	6	1	1568	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之绝尘靴	6	1	1569	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之惊炙不灭爪	6	1	1570	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加普防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少迟缓时间8级以上<enter>芙蓉石：增加内功系冰伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之破日	6	1	1571	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加火防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少迟缓时间8级以上<enter>芙蓉石：增加内功系火伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之醉太平	6	1	1572	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上<enter>孔雀石：增加毒防最大值8级以上<enter>芙蓉石：增加雷防最大值8级以上<enter>孔雀石：增加火防最大值8级以上<enter>芙蓉石：增加内功系雷伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之百裂扳指	6	1	1573	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之千锻扳指	6	1	1574	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-祝融之三仙镇西符	6	1	1575	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之魈阳地皇衣	6	1	1576	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>玄铁矿：减少受伤动作时间8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：增加普防最大值8级以上<enter>朱砂矿：增加外功系普攻伤害百分比8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之怒雷头环	6	1	1577	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加雷防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少迟缓时间8级以上<enter>芙蓉石：伤害转化为内力百分比（土属性）8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之墨麟缠腰	6	1	1578	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之驭风履	6	1	1579	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>玄铁矿：增加移动速度8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>孔雀石：增加冰防最大值8级以上<enter>孔雀石：增加内功系火伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之苍莽衮龙腕	6	1	1580	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之斩岳	6	1	1581	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加生命最大值点数8级以上<enter>孔雀石：增加毒防最大值8级以上<enter>秘银矿：增加内力最大值点数8级以上<enter>芙蓉石：减少眩晕时间8级以上<enter>孔雀石：增加内功系雷伤害点数8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之天净沙	6	1	1582	\spr\item\script\item_huangjintupu.spr	38	1	1	所需材料<color=yellow><enter>玄铁矿：增加所有抗性8级以上<enter>孔雀石：增加雷防最大值8级以上<enter>芙蓉石：增加冰防最大值8级以上<enter>孔雀石：增加火防最大值8级以上<enter>秘银矿：增加外功系普攻伤害百分比8级以上<enter>武林秘籍		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之摄魂吉祥戒	6	1	1583	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之勾魄如意戒	6	1	1584	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
黄金图谱-神农之阴阳煞心结	6	1	1585	\spr\item\script\item_huangjintupu.spr	38	1	1	。		100	1	0	\script\item\huangjin_tupu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
滋养凉茶	6	1	1586	\spr\item\script\liangcha.spr	41	1	1	消暑解热圣品，右键点击使用。		100	1	0	\script\item\liangchaFM.lua	0	1	1	1	0		0	0	0	0	0	0	0	0	0	0
安神凉茶	6	1	1587	\spr\item\script\liangcha.spr	41	1	1	消暑解热圣品，右键点击使用。		100	1	0	\script\item\liangchaLR.lua	0	1	1	1	0		0	0	0	0	0	0	0	0	0	0
祝贺师傅的贺卡	6	1	1588	\spr\item\script\liangcha.spr	41	1	1	用于祝贺师傅，发送你的心意		10	1	0	\script\item\shifuheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺弟子的贺卡	6	1	1589	\spr\item\script\liangcha.spr	41	1	1	用于祝贺弟子，发送你的心意		10	1	0	\script\item\diziheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺好友的贺卡	6	1	1590	\spr\item\script\liangcha.spr	41	1	1	用于祝贺好友，发送你的心意		10	1	0	\script\item\haoyouheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺仇人的贺卡	6	1	1591	\spr\item\script\liangcha.spr	41	1	1	用于祝贺仇人，发送你的心意		10	1	0	\script\item\chourenheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺帮会的贺卡	6	1	1592	\spr\item\script\liangcha.spr	41	1	1	用于祝贺帮会，发送你的心意		10	1	0	\script\item\banghuiheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺教主的贺卡	6	1	1593	\spr\item\script\liangcha.spr	41	1	1	用于祝贺教主，发送你的心意		10	1	0	\script\item\jiaozhuheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺师妹的贺卡	6	1	1594	\spr\item\script\liangcha.spr	41	1	1	用于祝贺师妹，发送你的心意		10	1	0	\script\item\shimeiheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺帮主的贺卡	6	1	1595	\spr\item\script\liangcha.spr	41	1	1	用于祝贺帮主，发送你的心意		10	1	0	\script\item\bangzhuheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺师弟的贺卡	6	1	1596	\spr\item\script\liangcha.spr	41	1	1	用于祝贺师弟，发送你的心意		10	1	0	\script\item\shidiheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
祝贺师兄的贺卡	6	1	1597	\spr\item\script\liangcha.spr	41	1	1	用于祝贺师兄，发送你的心意		10	1	0	\script\item\shixiongheka.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
教师节礼盒	6	1	1598	\spr\item\script\liangcha.spr	41	1	1	右键点击使用，获得4个字中的随机一个，或者一个玫瑰花雨		10	1	1	\script\item\jiaoshijie07lihe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
“尊”字	6	1	1599	\spr\item\script\liangcha.spr	41	2	1	用来合成整句话“尊师重道”，庆祝11月20日		10	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
“师”字	6	1	1600	\spr\item\script\liangcha.spr	41	2	1	用来合成整句话“尊师重道”，庆祝11月20日		10	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
“重”字	6	1	1601	\spr\item\script\liangcha.spr	41	2	1	用来合成整句话“尊师重道”，庆祝11月20日		10	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
“道”字	6	1	1602	\spr\item\script\liangcha.spr	41	2	1	用来合成整句话“尊师重道”，庆祝11月20日		10	1	1	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
传家之书	6	1	1603	\spr\item\script\liangcha.spr	41	1	1	武师的家传武功心法的书籍。		10	1	0	\script\item\chuanjiazhishu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
英雄帖	6	1	1604	\spr\item\questkey\obj_item_lection02.spr	41	1	1	炎帝宝藏报名道具，参加活动的玩家每人都需要准备一张。		100	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
傀儡	6	1	1605	\spr\item\task\corpse.spr	41	1	1	炎帝宝藏专用道具，在活动地图内死亡后能获得一次重生机会。离开活动地图会被清除。		100	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝图腾	6	1	1606	\spr\item\questkey\taskobj051-1.spr	41	1	1	炎帝宝藏奖励之一，可以换取某些特定黄金的图谱。		100	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用长命丸	6	0	1607	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，生命上限增加500点。离开活动地图会被清除。		50	1	0	0	256	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用加跑丸	6	0	1608	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，移动速度加快20%。离开活动地图会被清除。		50	1	0	0	257	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用大力丸	6	0	1609	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，物力攻击增加100点。离开活动地图会被清除。		50	1	0	0	258	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用高闪丸	6	0	1610	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，闪避率提高500点。离开活动地图会被清除。		50	1	0	0	259	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用高中丸	6	0	1611	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，命中率提高500点。离开活动地图会被清除。		50	1	0	0	260	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用飞速丸	6	0	1612	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，攻击速度增加50。离开活动地图会被清除。		50	1	0	0	261	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用冰防丸	6	0	1613	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，冰防御提高50%。离开活动地图会被清除。		50	1	0	0	262	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用雷防丸	6	0	1614	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，雷防御提高50%。离开活动地图会被清除。		50	1	0	0	263	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用火防丸	6	0	1615	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，火防御提高50%。离开活动地图会被清除。		50	1	0	0	264	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝宝藏专用毒防丸	6	0	1616	\spr\item\medecine\obj-potion15.spr	19	1	1	炎帝宝藏专用道具，5分钟内，毒防御提高50%。离开活动地图会被清除。		50	1	0	0	265	1	1	0	0		0	0	0	0	0	0	0	0	0	0
炎帝令	6	1	1617	\spr\item\questkey\taskobj021.spr	41	1	1	凭此令可额外参加一次炎帝闯关活动，<enter>且获得双倍的经验和50%几率获得炎帝图腾双倍奖励。		100	1	0	\script\item\noscript.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玄天异果	6	1	1618	\spr\item\script\shangshixiguo.spr	41	1	1	可在炎帝宝藏闯关地图内，右键点击使用即可获得生命和内力上限翻倍的效果。（重复使用无效）		100	1	0	\script\item\xuantianyiguo.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
雪酿灵芝酒	6	1	1619	\spr\item\script\xuenianglingzhijiu.spr	41	1	1	右键点击使用可获得5亿经验值，160级以上侠士方可使用。		400	1	0	\script\item\xuenianglingzhijiu.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
北京雅典黄金图谱包	6	1	1620	\spr\item\obj_item_libaolan.spr	41	1	1	右键点击打开。门派黄金装备图谱、北京之梦图谱、雅典之魂图谱之中随机获得一个。		100	1	0	\script\item\beiyatupubao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
玄晶补天包	6	1	1621	\spr\item\twzhuanyun\zhuanyunbao_small.spr	41	1	1	右键点击打开，高级玄晶矿石、各种补天石碎片之中随机获得一个。		100	1	0	\script\item\xuanjinbutianbao.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞糖（极小）	6	1	1622	\spr\item\script\shatang.spr	41	1	1	右键点击使用可获得15000经验值。<enter>使用截止时期: 2007年12月24日24点		0	1	1	\script\item\vnchristmas2007\shengdantang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞糖（小）	6	1	1623	\spr\item\script\shatang.spr	41	1	1	右键点击使用可获得25000经验值。<enter>使用截止时期: 2007年12月24日24点		0	1	1	\script\item\vnchristmas2007\shengdantang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞糖（中）	6	1	1624	\spr\item\script\shatang.spr	41	1	1	右键点击使用可获得40000经验值。<enter>使用截止时期: 2007年12月24日24点		0	1	1	\script\item\vnchristmas2007\shengdantang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞糖（大）	6	1	1625	\spr\item\script\shatang.spr	41	1	1	右键点击使用可获得50000经验值。<enter>使用截止时期: 2007年12月24日24点		0	1	1	\script\item\vnchristmas2007\shengdantang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞糖（极大）	6	1	1626	\spr\item\script\shatang.spr	41	1	1	右键点击使用可获得100000经验值。<enter>使用截止时期: 2007年12月24日24点		0	1	1	\script\item\vnchristmas2007\shengdantang.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
圣诞礼盒	6	1	1627	\spr\item\vnxmas2007\shengdanglihe.spr	468	1	1	拾取时能获得各类冰晶。		0	1	1	\script\item\christmas2007\shengdanlihe.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
金冰晶	6	1	1628	\spr\item\vnxmas2007\jin_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>30000 EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
木冰晶	6	1	1629	\spr\item\vnxmas2007\mu_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>30000 EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
水冰晶	6	1	1630	\spr\item\vnxmas2007\shui_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>30000 EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
火冰晶	6	1	1631	\spr\item\vnxmas2007\huo_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>30000 EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
土冰晶	6	1	1632	\spr\item\vnxmas2007\tu_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>30000 EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
五色冰晶	6	1	1633	\spr\item\vnxmas2007\wuse_bingjin.spr	41	1	1	制造雪人的原料之一。<enter>430000EXP（右键使用可获得经验）<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月1日24点		0	1	1	\script\item\christmas2007\shengdanbingjin.lua	0	1	1	0	0		100	0	0	0	0	0	0	0	0	0
黄雪人	6	1	1634	\spr\item\vnxmas2007\huang_xueren.spr	41	1	1	右键点击使用可获得圣诞糖果奖励，并有几率召唤出雪人。<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月31日24点		0	1	1	\script\item\christmas2007\xueren.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
紫雪人	6	1	1635	\spr\item\vnxmas2007\zi_xueren.spr	41	1	1	右键点击使用可获得圣诞糖果奖励，并有几率召唤出雪人。<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月31日24点		0	1	1	\script\item\christmas2007\xueren.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
绿雪人	6	1	1636	\spr\item\vnxmas2007\lv_xueren.spr	41	1	1	右键点击使用可获得圣诞糖果奖励，并有几率召唤出雪人。<enter>100级以上的充值玩家才能使用此物品。<enter>使用截止时期: 2008年1月31日24点		0	1	1	\script\item\christmas2007\xueren.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
薄荷圣诞糖	6	1	1637	\spr\item\script\shengdantang_bohe.spr	468	1	1	右键点击使用可获得500000经验值。100级以上玩家方可使用。<enter>使用截止时期: 2008年1月30日24点		0	1	1	\script\item\christmas2007\shengdantang.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
草莓圣诞糖	6	1	1638	\spr\item\script\shengdantang_caomei.spr	468	1	1	右键点击使用可获得1000000经验值。100级以上玩家方可使用。<enter>使用截止时期: 2008年1月30日24点		0	1	1	\script\item\christmas2007\shengdantang.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
奶油圣诞糖	6	1	1639	\spr\item\script\shengdantang_naiyou.spr	468	1	1	右键点击使用可获得2000000经验值。100级以上玩家方可使用。<enter>使用截止时期: 2008年1月30日24点		0	1	1	\script\item\christmas2007\shengdantang.lua	0	1	1	0	0		50	0	0	0	0	0	0	0	0	0
转生优惠令	6	1	1640	\spr\item\questkey\taskobj021.spr	41	1	1	右键使用，可获得参加转生优惠活动的机会，转生以可直接升级到50级或80级。		0	1	0	\script\item\zhuanshenyouhuiling.lua	0	1	1	0	0		0	0	0	0	0	0	0	0	0	0
