Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼þÃû	¶ÔÓ¦Îï¼þË÷Òý	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåÐÐÊôÐÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµþ·Å	»ù´¡ÊôÐÔ1ÀàÐÍ	»ù´¡ÊôÐÔ1×îÐ¡Öµ	»ù´¡ÊôÐÔ1×î´óÖµ	»ù´¡ÊôÐÔ2ÀàÐÍ	»ù´¡ÊôÐÔ2×îÐ¡Öµ	»ù´¡ÊôÐÔ2×î´óÖµ	»ù´¡ÊôÐÔ3ÀàÐÍ	»ù´¡ÊôÐÔ3×îÐ¡Öµ	»ù´¡ÊôÐÔ3×î´óÖµ	»ù´¡ÊôÐÔ4ÀàÐÍ	»ù´¡ÊôÐÔ4×îÐ¡Öµ	»ù´¡ÊôÐÔ4×î´óÖµ	»ù´¡ÊôÐÔ5ÀàÐÍ	»ù´¡ÊôÐÔ5×îÐ¡Öµ	»ù´¡ÊôÐÔ5×î´óÖµ	»ù´¡ÊôÐÔ6ÀàÐÍ	»ù´¡ÊôÐÔ6×îÐ¡Öµ	»ù´¡ÊôÐÔ6×î´óÖµ	»ù´¡ÊôÐÔ7ÀàÐÍ	»ù´¡ÊôÐÔ7×îÐ¡Öµ	»ù´¡ÊôÐÔ7×î´óÖµ	ÐèÇóÊôÐÔ1ÀàÐÍ	ÐèÇóÊôÐÔ1ÊýÖµ	ÐèÇóÊôÐÔ2ÀàÐÍ	ÐèÇóÊôÐÔ2ÊýÖµ	ÐèÇóÊôÐÔ3ÀàÐÍ	ÐèÇóÊôÐÔ3ÊýÖµ	ÐèÇóÊôÐÔ4ÀàÐÍ	ÐèÇóÊôÐÔ4ÊýÖµ	ÐèÇóÊôÐÔ5ÀàÐÍ	ÐèÇóÊôÐÔ5ÊýÖµ	ÐèÇóÊôÐÔ6ÀàÐÍ	ÐèÇóÊôÐÔ6ÊýÖµ	Ä§·¨ÊôÐÔË÷Òý1(0¼¶)	Ä§·¨ÊôÐÔË÷Òý1(10¼¶)	Ä§·¨ÊôÐÔË÷Òý2(0¼¶)	Ä§·¨ÊôÐÔË÷Òý2(10¼¶)	Ä§·¨ÊôÐÔË÷Òý3(0¼¶)	Ä§·¨ÊôÐÔË÷Òý3(10¼¶)	Ä§·¨ÊôÐÔË÷Òý4(0¼¶)	Ä§·¨ÊôÐÔË÷Òý4(10¼¶)	Ä§·¨ÊôÐÔË÷Òý5(0¼¶)	Ä§·¨ÊôÐÔË÷Òý5(10¼¶)	Ä§·¨ÊôÐÔË÷Òý6(0¼¶)	Ä§·¨ÊôÐÔË÷Òý6(10¼¶)	ËùÔÚÌ××°	6¼¶¼¼ÄÜID	10¼¶¼¼ÄÜID	À©Õ¹Ì××°	À©Õ¹Ì××°ÐòºÅ	À©Õ¹Ì××°Òþ²ØÊôÐÔ1	À©Õ¹Ì××°Òþ²ØÊôÐÔ2
Phôc Hi Hoan ¶nh KÞch	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bé Phôc Hi	1	99999	10	0	30	160	160	31	80	80																36	120	32	120									719		104		718		312		723				48						
Phôc Hi V« L­îng TÞch Tµ Thñ	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé Phôc Hi	1	99999	10	0	30	140	140	31	80	80																36	120	32	120									719		312		718		423		724				48						
Phôc Hi To¸i T©m	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé Phôc Hi	1	99999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	120	32	120									719		313		718		720		725				48						
Phôc Hi Khóc Du Xu©n	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Bé Phôc Hi	1	99999	10	0																						36	120											731		321		322		732		150				48						
Phôc Hi B¸i Tinh Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé Phôc Hi	1	99999	9	0																						36	120	32	120																					48						
Phôc Hi Lo¹i NguyÖt Giíi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé Phôc Hi	1	99999	10	0																						36	120	32	120																					48						
Phôc Hi Hæ Ph¸ch Hé Phï	0	9	1	\Spr\item\equip\ring\obj-ring06.spr	37	1	2	Bé Phôc Hi	1	99999	10	0																						36	120	32	120																					48						
N÷ Oa BÝch TÞch NhuyÔn Hå CÇu	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Bé N÷ Oa	2	99999	8	0																						36	120	32	120																					49						
N÷ Oa Hång Nhan Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé N÷ Oa	2	99999	10	0	30	315	315	31	85	85																36	120	32	120									719		307		718		423		723				49						
N÷ Oa Lôc NghÖ Nghª Th­êng Thóc §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Bé N÷ Oa	2	99999	10	0	30	160	160	31	80	80																36	120	32	120									719		88		718		720		726				49						
N÷ Oa §¹p L·ng L÷	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Bé N÷ Oa	2	99999	8	0																						36	120	32	120																					49						
N÷ Oa Bå §Ò TÞnh TÈm CÈm UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé N÷ Oa	2	99999	8	0																						36	120	32	120																					49						
N÷ Oa Hµn T­¬ng	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé N÷ Oa	2	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	120									719		312		718		720		148				49						
N÷ Oa NiÖm N« KiÒu	0	4	0	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé N÷ Oa	2	99999	10	0																						36	120											731		732		322		321		733				49						
N÷ Oa DËt Th¸i ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé N÷ Oa	2	99999	9	0																						36	120	32	120																					49						
N÷ Oa Tiªu T­¬ng ChØ Hoµn	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé N÷ Oa	2	99999	10	0																						36	120	32	120																					49						
N÷ Oa ¸m H­¬ng Thu Thñy KÕt	0	9	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	2	Bé N÷ Oa	2	99999	10	0																						36	120	32	120																					49						
Chóc Dung LiÖt DiÖm Né Phong Trang	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Bé Chóc Dung	3	99999	10	0	30	630	630	31	80	80																36	120	32	120									719		727		720		307		726				50						
Chóc Dung PhÇn D­¬ng Qu¸n	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Bé Chóc Dung	3	99999	9	0																						36	120	32	120																					50						
Chóc Dung Thiªn Viªm L­u Yªn CÈm §¸i	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Bé Chóc Dung	3	99999	8	0																						36	120	32	120																					50						
Chóc Dung TuyÖt TrÇn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Bé Chóc Dung	3	99999	8	0																						36	120	32	120																					50						
Chóc Dung Kinh ChÝch BÊt DiÖt Tr¶o	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé Chóc Dung	3	99999	8	0	30	111	111	31	80	80																36	120	32	120									719		307		718		439		427				50						
Chóc Dung Ph¸ NhËt	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé Chóc Dung	3	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	120									719		311		718		439		721				50						
Chóc Dung Tóy Th¸i B×nh	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Bé Chóc Dung	3	99999	10	0																						36	120											731		322		438		79		722				50						
Chóc Dung B¸ch LiÖt Ban ChØ	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé Chóc Dung	3	99999	9	0																						36	120	32	120																					50						
Chóc Dung Thiªn §oµn Ban ChØ	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé Chóc Dung	3	99999	10	0																						36	120	32	120																					50						
Chóc Dung Tam Tiªn TrÊn T©y Phï	0	9	1	\Spr\item\equip\ring\obj-ring06.spr	37	1	2	Bé Chóc Dung	3	99999	10	0																						36	120	32	120																					50						
ThÇn N«ng Tiªu D­¬ng §Þa Hoµng Y	0	2	11	\spr\item\equip\armor\obj-ma-cloth11-2.spr	25	2	3	Bé ThÇn N«ng	4	99999	10	0	30	630	630	31	93	93																36	120	32	120									719		727		423		307		723				51						
ThÇn N«ng Né L«i §Çu Hoµn	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Bé ThÇn N«ng	4	99999	10	0	30	260	260	31	70	70																36	120	32	120									719		88		718		439		726				51						
ThÇn N«ng MÆc L©n TriÒn Yªu	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Bé ThÇn N«ng	4	99999	8	0																						36	120	32	120																					51						
ThÇn N«ng Ngù Phong L÷	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé ThÇn N«ng	4	2000	10	0	30	160	160	31	80	80																36	120	32	120									719		104		718		312		150				51						
ThÇn N«ng Th­¬ng M·ng Cæn Long UyÓn	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Bé ThÇn N«ng	4	99999	8	0																						36	120	32	120																					51						
ThÇn N«ng Tr¶m Nh¹c	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé ThÇn N«ng	4	99999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	120	32	120									719		313		718		423		152				51						
ThÇn N«ng Thiªn TÞnh Sa	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé ThÇn N«ng	4	99999	10	0																						36	120											731		438		321		79		723				51						
ThÇn N«ng NhiÕp Hån C¸t T­êng Giíi	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé ThÇn N«ng	4	99999	9	0																						36	120	32	120																					51						
ThÇn N«ng C©u Ph¸ch Nh­ ý Giíi	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé ThÇn N«ng	4	99999	10	0																						36	120	32	120																					51						
ThÇn N«ng ¢m D­¬ng S¸t T©m KÕt	0	9	1	\Spr\item\equip\ring\obj-ring06.spr	37	1	2	Bé ThÇn N«ng	4	99999	10	0																						36	120	32	120																					51						
Nh­ ý KhÊu	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>VËt phÈm nh­ ý n¨m míi<color><enter> §©y lµ mét lo¹i h­¬ng liÖu cùc kú quý hiÕm.	3	99999	10	0																						36	99	38	1									673		713		674		534		550				52						
C¸t T­êng Phï	0	4	0	\spr\item\equip\nick\jixiangfu.spr	36	2	1	<color=blue>VËt PhÈm c¸t t­êng n¨m míi<color><enter>®­îc cÊu thµnh bëi lo¹i ngäc bÝch hiÕm cã, vËt phÈm trõ tµ ngµn n¨m míi cã ®­îc	0	99999	10	0																						36	99	38	0									673		728		674		729		730				52						
[Cùc phÈm] §éng S¸t B¹ch Kim §iªu Long Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	3	99999	10	0	31	60	60																			36	85											736		435		735		412		737		734		30						
[Cùc phÈm] §éng S¸t B¹ch Ngäc Cµn Kh«n Béi	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bÞ B¹ch Kim	4	99999	10	0	31	60	60																			36	80											735		435		736		412		737		734		30						
[Cùc phÈm] §éng S¸t B¹ch Kim Tó Phông Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	0	99999	10	0	31	60	60																			36	85											736		435		735		412		737		734		30						
[Cùc phÈm] §éng S¸t PhØ Thóy Ngäc H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ B¹ch Kim	2	99999	10	0	31	60	60																			36	85											735		435		736		412		737		734		30						
ThÕ Tóc Toµn Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ B¹ch Kim	2	2000	10	0																						36	0											489												43						
[Giê Ngä]Kim Phong Thanh D­¬ng Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bÞ B¹ch Kim	2	0	5	0	30	315	315	31	75	75																36	0											2		358		6								36						
[Giê Ngä]Kim Phong Kú L©n HuyÕt	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	Trang bÞ B¹ch Kim	0	0	5	0	30	630	630	31	80	80																36	0											2		37		6								36						
[Giê Ngä]Kim Phong Tr¹c chi Liªn Quang	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bÞ B¹ch Kim	1	0	5	0																						36	0											366		355		368								36						
[Giê Ngä]Kim Phong C«ng CÈn Tam Th¸n	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bÞ B¹ch Kim	2	0	5	0																						36	0											367		318		368								36						
[Giê Ngä]Kim Phong §o¹t Hån Ngäc §¸i	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bÞ B¹ch Kim	4	0	5	0	30	140	140	31	70	70																36	0											314		365		363								36						
[Giê Ngä]Kim Phong HËu NghÖ DÉn Cung	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ B¹ch Kim	3	0	5	0	30	111	111	31	70	70																36	0											314		359		363								36						
[Giê Ngä]Kim Phong Lan §×nh Ngäc	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bÞ B¹ch Kim	0	0	5	0																						36	0											367		361		368								36						
[Giê Ngä]Kim Phong Thiªn Lý  Th¶o Th­îng Phi	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bÞ B¹ch Kim	4	0	5	0	30	140	140	31	75	75																36	0											2		360		364								36						
[Giê Ngä]Kim Phong §ång T­íc Xu©n Th©m	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bÞ B¹ch Kim	1	0	5	0																						36	0											367		356		368								36						
H­ng Bang Giíi	0	3	0	\spr\item\equip\ring\obj-ring13.spr	37	1	1	<color=yellow>Lµ mét lo¹i nhÉn ng­ng tô cña tinh thÇn bÊt khuÊt!<color>	0	99999	10	0																						36	60											129	129	131	131	754	754	755	755					53	894	893				
TrÊn Nh¹c Giíi	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	XuÊt ph¸t tõ thanh kiÕm cæ ®¹i mµ thµnh, cã chøa néi lùc thiªn h¹ v« song.	2	99999	10	0																						36	60											129		130		740		739		738		440		29						
Th­¬ng Ph­¬ng Giíi	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	XuÊt ph¸t tõ thanh kiÕm cæ ®¹i mµ thµnh,  rÊt quý hiÕm.	3	99999	10	0																						36	60											129		130		740		739		738		440		29						
Thiªn Hµ Giíi	0	3	0	\spr\item\equip\ring\obj-ring14.spr	37	1	1	Ng­êi ®eo nã cã mét søc lùc cña trêi ®Êt.	0	99999	10	0																						36	60											129	129	131	131	774	774	775	775					55	896	895				
[Hoµn Mü] Vinh DiÖu Y	0	2	9	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	<color=Yellow>Bé hoµng kim WC 2010.<enter> Vinh DiÖu Chi Y, Dòng T©m VÖ §¹o<color>	0	99999	10	0	30	720	720	31	100	100																36	60											778		779		780		781		440		738		42						
[Hoµn Mü] Tinh ChuÈn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	<color=Yellow>Bé hoµng kim WC 2010.<enter>Tinh ChuÈn Chi Ngoa,  tiªu diªu tø h¶i<color>	0	99999	10	0	30	160	160	31	100	100																36	60											782		783		781		780		440		738		42						
ThuÇn TÞnh Chi Giíi	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	<color=yellow>VÎ ®Ñp thuÇn khiÕt kh«ng t× vÕt!<color>	0	99999	10	0																						36	0											829	828											56						
[Kim]D­¬ng ThÇn H­¬ng Trôy	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>B¶o vËt tÕt ®oan ngä<color><enter>H­¬ng th¬m ngót ngµn	0	0	5	0																						36	1											373	130											57						
[Méc]D­¬ng ThÇn H­¬ng Trôy	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>B¶o vËt tÕt ®oan ngä<color><enter>H­¬ng th¬m ngót ngµn	1	0	5	0																						36	1											373	130											57						
[Thñy]D­¬ng ThÇn H­¬ng Trôy	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>B¶o vËt tÕt ®oan ngä<color><enter>H­¬ng th¬m ngót ngµn	2	0	5	0																						36	1											373	130											57						
[Háa]D­¬ng ThÇn H­¬ng Trôy	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>B¶o vËt tÕt ®oan ngä<color><enter>H­¬ng th¬m ngót ngµn	3	0	5	0																						36	1											373	130											57						
[Thæ]D­¬ng ThÇn H­¬ng Trôy	0	9	1	\spr\item\equip\waist\ruyikou.spr	36	1	2	<color=blue>B¶o vËt tÕt ®oan ngä<color><enter>H­¬ng th¬m ngót ngµn	4	0	5	0																						36	1											373	130											57						
D­¬ng ThÇn H¹ng Khuyªn	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bÞ Hoµng Kim	2	0	10	0	31	60	60																			36	85											735	435	736	412	737	734							57						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Long §µi §Çu	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bÞ Hoµng Kim	2	99999	6	0	30	315	315	31	75	75																36	0											2	316											35						
[Kh«ng h¹n chÕ] Long Hoµng Long KhÝ B¹ch Long Tøc	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	Trang bÞ Hoµng Kim	0	99999	6	0	30	630	630	31	80	80																36	0											2	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ TrÊn Minh Chi Liªn	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bÞ Hoµng Kim	1	99999	6	0																						36	0											6	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Cöu HiÖn Chi ChØ	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bÞ Hoµng Kim	2	99999	6	0																						36	0											6	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Ngäc Tiªu Dao	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bÞ Hoµng Kim	4	99999	6	0	30	140	140	31	70	70																36	0											2	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Hoµng Kim L©n	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bÞ Hoµng Kim	3	99999	6	0	30	111	111	31	70	70																36	0											2	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Bµn Long Kh«i	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bÞ Hoµng Kim	0	99999	6	0																						36	0											6	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Long Khèc Thiªn Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bÞ Hoµng Kim	4	99999	6	0	30	140	140	31	75	75																36	0											2	316											35						
[Kh«ng h¹n chÕ] Thiªn Hoµng Long KhÝ Né Long Chi §ång	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bÞ Hoµng Kim	1	99999	6	0																						36	0											6	316											35						
§Õ hoµng chi giíi	0	3	0	\spr\item\equip\ring\ring_king.spr	37	1	1	<color=yellow>VËt phÈm nµy g¾n liÒn víi th©n phËn hoµng ®Õ<color>	0	49999	10	0																						36	60											129	131					58												
Thiªn tö chi giíi	0	3	0	\spr\item\equip\ring\ring_emperor.spr	37	1	1	<color=yellow>Ph¶i lµ con c­ng cña trêi míi nhËn ®­îc chiÕn nhÉn nµy!<color>	0	49999	10	0																						36	60											129	131	774	775	776	777	59												
ÃÎÁúÖ®¾»É³ÄîÖé	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	2	99999	10	0																						36	120	39	0									731	438	321	79	723	720	60	1	6	836	837								
ÃÎÁúÖ®ÆÐÌá²øÊÖ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	1	99999	10	0	28	60	60	29	100	100	167	0	0	31	99	99										36	120	39	0									694	625	46	69	113	155	60	1	7	838	836								
ÃÎÁúÖ®¶ÉË®Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	3	99999	10	0	30	160	160	31	80	80																36	120	39	0									694	588	702	637	723		60	1	8	738	837								
ÃÎÁúÖ®½µÄ§Íó	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	4	99999	10	0	30	135	135	31	80	80																36	120	39	0									694	637	702	642	723		60	1	9	130	836								
ÃÎÁúÖ®Ã÷Íõ½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	3	99999	10	0																						36	120	39	0									694	130	702	749	746		60	1	10	131	837								
·üÄ§Ö®ÎÞÑÄÄîÖé	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	4	99999	10	0																						36	120	39	0									731	438	321	79	723	720	61	2	6	836	837								
·üÄ§Ö®Ã÷¾µÉ®Ã±	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									694	835	591	598	155		61	2	7	838	836								
·üÄ§Ö®ÍùÉúôÂôÄ	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									694	675	174	637	702		61	2	8	738	837								
·üÄ§Ö®´ó´È·ð½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	2	99999	10	0																						36	120	39	0									784	637	702	639	723		61	2	9	130	836								
·üÄ§Ö®´ó±¯·ð½ä	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	3	99999	10	0																						36	120	39	0									694	130	702	749	746		61	2	10	131	837								
ËÄ¿ÕÖ®ÉáÀû·ðÖé	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	4	99999	10	0																						36	120	39	0									731	438	321	79	723	720	62	3	6	836	837								
ËÄ¿ÕÖ®ÎÞÏàÉ®Ã±	0	7	0	\spr\item\equip\cap\obj-ma-cap03-3.spr	28	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	0	99999	10	0	30	360	360	31	85	85																36	120	39	0									694	591	702	598	155	423	62	3	7	838	836								
ËÄ¿ÕÖ®ºêÔ¸ôÂôÄ	0	2	0	\spr\item\equip\armor\obj-ma-cloth03-3.spr	22	2	3	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	4	99999	10	0	30	720	720	31	90	90																36	120	39	0									694	675	174	637	702		62	3	8	738	837								
ËÄ¿ÕÖ®¼«ÀÖÈí¿Û	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	1	99999	10	0																						36	120	39	0									784	637	702	639	723		62	3	9	130	836								
ËÄ¿ÕÖ®Í¬¹é·ð½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	3	99999	10	0																						36	120	39	0									694	130	702	749	746		62	3	10	131	837								
º³ÌìÖ®·çÀ×¹Ò×¹	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	0	99999	10	0																						36	120	39	1									694	88	598	687	107		63	4	6	836	837								
º³ÌìÖ®ÕÕµ¨½ð¿ø	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									694	637	54	642	723		63	4	7	838	836								
º³ÌìÖ®Èñ½ðÅå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	3	99999	10	0																						36	120	39	1									673	713	54	534	550		63	4	8	738	837								
º³ÌìÖ®Ã÷Öé½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	1	99999	10	0																						36	120	39	1									694	749	54	746	723		63	4	9	130	836								
º³ÌìÖ®»ÃÃð½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	4	99999	10	0																						36	120	39	1									694	130	702	749	746		63	4	10	131	837								
¼ÌÒµÖ®°ÔÏÂÕòÔÀ×¹	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	0	99999	10	0																						36	120	39	1									694	88	598	687	107		64	5	6	836	837								
¼ÌÒµÖ®ÇàÁúÐ¥ÔÂ¿ø	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	»Æ½ð×°±¸£¬Ì××°µÚÆß¼þ	2	99999	10	0	30	360	360	31	85	85																36	120	39	1									694	637	54	642	723		64	5	7	838	836								
¼ÌÒµÖ®¹²¹¤ÕòÐ°Åå	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	»Æ½ð×°±¸£¬Ì××°µÚ°Ë¼þ	3	99999	10	0																						36	120	39	1									673	713	54	534	550		64	5	8	738	837								
¼ÌÒµÖ®·ï¾¦»·²Ê½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚ¾Å¼þ	1	99999	10	0																						36	120	39	1									694	749	54	746	723		64	5	9	130	836								
¼ÌÒµÖ®Ñªº£ÈÜ½ð½ä	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	»Æ½ð×°±¸£¬Ì××°µÚÊ®¼þ	4	99999	10	0																						36	120	39	1									694	130	702	749	746		64	5	10	131	837								
ÓùÁúÖ®·çÀ×Ñ¥	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	»Æ½ð×°±¸£¬Ì××°µÚÁù¼þ	1	99999	10	0	30	160	160	31	80	80																36	120	39	1									694	588	763	638	678		65	6	6	836	837								
